Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
Bailey Road,25.65232843,85.29590986,-88.93158376,0,71.1587349,38.2331542,5G,-92.51086405,-96.60447521,-89.56153772
Boring Canal Road,25.68093402,85.06305014,-91.89980202,0,4.497307597,61.2239756,4G,-90.85042653,-98.4917672,-91.72899326
Boring Canal Road,25.5108886,85.23654308,-85.53026344,0,1.635128087,179.4152238,3G,0,0,0
Danapur,25.43820943,85.16775097,-82.68378467,0,8.47113854,87.62092581,4G,-81.65351189,-88.76919331,-83.63102526
Boring Canal Road,25.663244,85.12259858,-81.23527,0,2.387445595,143.6514518,3G,0,0,0
Boring Road,25.66701725,85.25846012,-85.72859365,0,4.574952086,84.04900119,4G,-90.1088972,-92.42295906,-87.80026254
Danapur,25.71742352,85.20047081,-85.54979036,0,2.098394018,139.6618593,3G,0,0,0
Gardanibagh,25.7625539,85.13955819,-90.02603133,0,8.537484306,62.82125701,4G,-91.89312413,-98.19178223,-90.80439429
Boring Road,25.73363173,85.08769799,-94.67747958,0,33.64282939,15.47019696,5G,-91.09125818,-100.809661,-93.09448695
Gandhi Maidan,25.68314477,85.00260496,-89.59242996,0,2.11272002,106.6066496,3G,0,0,0
Bankipore,25.50418593,85.17554596,-86.14507598,0,93.55678203,33.76087749,5G,-90.12084069,-95.94109434,-87.28458637
Boring Canal Road,25.54915923,85.01979345,-88.59934823,0,7.76471474,69.60636079,4G,-85.68094865,-97.47634318,-85.91070428
Patliputra Colony,25.57371835,85.05281314,-84.15915143,0,43.18369763,11.30213267,5G,-84.23829375,-92.59087145,-84.71732035
Kidwaipuri,25.64201516,85.09065542,-94.91257468,0,54.59573501,43.75287164,5G,-97.40215209,-103.6712396,-97.14885368
Boring Road,25.63544302,85.26151032,-88.12141895,0,2.213516832,188.7542963,3G,0,0,0
Patliputra Colony,25.49849436,84.98851361,-90.62699999,0,8.208207514,74.04484742,4G,-89.32691883,-99.90804652,-92.0581519
Kidwaipuri,25.63605166,85.10629406,-94.13078473,0,1.646830263,165.1019092,LTE,-90.27485374,-101.1577354,-92.76504868
Rajendra Nagar,25.53836821,85.15344741,-101.471984,0,69.31502604,23.02183991,5G,-103.0002166,-110.0738975,-103.1243828
Patliputra Colony,25.59163018,85.11063278,-84.3048134,0,4.886917734,86.67723584,4G,-82.01428398,-92.80708487,-84.26716853
Exhibition Road,25.69677668,85.2214355,-93.26094469,0,66.99132733,49.45633045,5G,-94.1811969,-103.0705139,-91.15507918
Pataliputra,25.71525275,85.09772048,-80.30770727,0,1.65278462,129.2392823,3G,0,0,0
Fraser Road,25.52904368,85.05546864,-88.44838822,0,1.748187377,196.8173343,LTE,-86.90495998,-95.27794074,-89.97578316
Fraser Road,25.4807814,85.23803664,-83.14478297,0,41.66800395,38.31010422,5G,-84.63480739,-91.74833305,-85.77718932
Boring Canal Road,25.52158939,85.05636704,-85.82030753,0,2.871182472,146.1259012,3G,0,0,0
Anisabad,25.46766993,85.13211268,-92.49024069,0,7.967461055,84.57321113,4G,-96.26454796,-101.5440353,-93.43460722
S.K. Puri,25.63283619,85.0659045,-98.29245099,0,12.5638369,41.03100055,5G,-97.01543163,-103.530432,-98.76983694
Rajendra Nagar,25.54436435,85.24200196,-97.16229558,0,63.84072582,42.23468552,5G,-95.52706445,-102.705066,-94.59723553
Anisabad,25.52316209,85.22169176,-88.71438695,0,47.78267388,31.50243485,5G,-84.89447839,-94.0556627,-85.88808581
Phulwari Sharif,25.69168022,85.27933772,-97.38042101,0,86.3466604,22.07923617,5G,-102.0657321,-104.5048999,-98.99717811
Ashok Rajpath,25.70228701,85.10535148,-83.94405092,0,1.279337654,170.6622894,3G,0,0,0
Kankarbagh,25.68022623,85.07462967,-88.26180453,0,2.496188232,172.2399761,LTE,-90.53372648,-97.96192829,-90.28459112
Kankarbagh,25.56509696,84.9930187,-94.27772731,0,2.163894222,162.8376994,LTE,-89.89790885,-100.4684625,-93.32506549
Fraser Road,25.54527544,85.23913388,-84.3594229,0,1.932746517,184.9492323,3G,0,0,0
Ashok Rajpath,25.48261991,85.03962916,-85.13137011,0,1.570985862,120.8233945,LTE,-81.91588897,-93.75610546,-84.30918902
Kidwaipuri,25.7039427,85.1087881,-89.00637054,0,95.84948017,10.34964846,5G,-86.35907596,-98.77786092,-88.38126365
Danapur,25.52765134,85.04897911,-86.32359406,0,1.282847963,124.8747905,LTE,-82.09864342,-92.30784004,-89.11005884
Kankarbagh,25.68747086,85.13024148,-91.7585393,0,2.450865731,181.8991724,LTE,-93.12857764,-101.5452457,-89.74117373
Ashok Rajpath,25.63190568,85.01126593,-82.30048823,0,2.338146211,104.4883384,3G,0,0,0
Gandhi Maidan,25.51527332,85.25546684,-83.8058477,0,1.827528909,183.5241011,3G,0,0,0
Gandhi Maidan,25.66247681,85.1988861,-107.8089426,0,11.64951538,24.97548066,5G,-104.3370047,-113.5312529,-109.8309462
Kidwaipuri,25.57874892,85.26133037,-94.09727717,0,42.67662652,19.21291553,5G,-99.05556052,-102.8624844,-93.22807668
Gardanibagh,25.71689872,85.1392662,-98.57446483,0,35.27450869,44.08344221,5G,-95.54323378,-108.1956249,-96.33724159
Rajendra Nagar,25.41506718,85.14459218,-86.29950654,0,2.096428941,104.2712111,LTE,-90.85333316,-93.47576181,-86.53326047
Patliputra Colony,25.51062813,85.06150028,-84.19826759,0,1.238740738,152.6315532,3G,0,0,0
Gandhi Maidan,25.57024595,84.96826607,-85.79317422,0,3.665717604,90.15068164,4G,-88.8298104,-95.55305535,-85.92245175
Gandhi Maidan,25.71298596,85.21617058,-93.91502069,0,5.02768436,72.88830383,4G,-89.31889176,-100.8585827,-92.72976131
Bankipore,25.69177909,85.12810753,-87.68780235,0,2.813098294,160.009711,3G,0,0,0
Exhibition Road,25.73084958,85.05649486,-98.39321477,0,15.8762557,42.92507463,5G,-99.8086376,-104.6061241,-97.2668876
Kankarbagh,25.43906282,85.18373184,-87.68696904,0,29.48949116,48.57804139,5G,-86.6636746,-96.02515044,-85.62569999
Bailey Road,25.53405151,85.16766103,-94.44585272,0,2.341582976,107.0594354,LTE,-92.39173749,-104.4438886,-93.41955038
Kidwaipuri,25.57380825,85.15505927,-84.53973545,0,9.336539883,79.33010898,4G,-79.79247596,-91.5182273,-85.37554463
Kidwaipuri,25.76300363,85.14654625,-93.82893507,0,60.56334746,49.21174669,5G,-95.56756191,-102.7092868,-93.63520962
Kidwaipuri,25.70780525,85.03224147,-106.2533772,0,69.79391043,48.14921321,5G,-104.3519984,-111.7274891,-103.9848642
S.K. Puri,25.66400165,85.17611422,-84.98593541,0,2.57317647,170.945495,3G,0,0,0
Kumhrar,25.73571393,85.11126642,-88.54547945,0,2.714571894,131.7872738,LTE,-91.74058391,-97.5674045,-86.5423357
Anandpuri,25.47968666,85.13007536,-91.62845027,0,2.598630702,164.802337,3G,0,0,0
Kidwaipuri,25.61630387,85.25867525,-90.48152047,0,1.940811039,130.3026039,LTE,-92.37586384,-95.62501882,-89.95013461
Gandhi Maidan,25.69325446,85.26653128,-88.59906498,0,3.919651506,57.69921407,4G,-86.3778432,-93.7480513,-90.97357666
Anandpuri,25.66695665,85.27582746,-83.50165702,0,1.126584913,178.1022963,3G,0,0,0
Kumhrar,25.51699298,85.14386933,-81.47724875,0,1.794466452,148.0332282,3G,0,0,0
Boring Road,25.68169425,85.009869,-84.87615401,0,1.287449898,148.4174558,LTE,-86.89123075,-93.18928254,-87.01550571
Gandhi Maidan,25.67075928,85.00006772,-85.34644564,0,60.83830366,15.00060984,5G,-86.55927231,-90.39011043,-83.34644612
Ashok Rajpath,25.64094712,85.23252269,-83.98761313,0,2.630297266,139.157685,LTE,-86.91721507,-90.98157088,-84.81700549
Danapur,25.68712205,85.05221178,-96.61707767,0,2.763685071,195.124041,LTE,-94.14264317,-106.1951536,-95.94289547
Gardanibagh,25.49855486,85.15404248,-90.34020057,0,12.72005443,42.52044365,5G,-90.04279222,-95.35296565,-88.96651085
Phulwari Sharif,25.54828395,85.20359073,-94.17267386,0,98.1865445,13.93187794,5G,-98.51088692,-100.7696619,-95.65246243
Exhibition Road,25.70386717,85.04679009,-83.6653667,0,1.531568658,189.4864418,LTE,-81.06114079,-91.20890214,-84.59893359
Kankarbagh,25.7078053,85.12466821,-95.31564572,0,2.396014497,187.6692224,LTE,-91.87052334,-101.3175426,-95.69117934
Pataliputra,25.64268984,85.11397274,-92.1217401,0,9.798474232,50.01138823,4G,-90.20860821,-100.9453213,-93.29008264
Fraser Road,25.66015619,85.28322398,-91.05681878,0,5.498052762,75.39454924,4G,-86.40453916,-97.77615446,-89.48251238
Boring Road,25.64126222,85.17589956,-98.04440188,0,8.12685027,78.32329275,4G,-94.02212057,-107.0921616,-95.06457063
Anisabad,25.48436811,85.05481794,-87.082125,0,1.336231345,192.1203923,LTE,-89.69802738,-93.67702095,-85.87095631
S.K. Puri,25.54550008,84.98271336,-85.64661507,0,2.22487875,139.8603991,3G,0,0,0
S.K. Puri,25.7651903,85.17439084,-87.37657507,0,1.05587957,134.9084192,3G,0,0,0
Gardanibagh,25.53360084,85.2723189,-94.11854941,0,87.56056747,46.67117422,5G,-97.74656273,-101.8698198,-92.65987249
Gardanibagh,25.51481211,85.26410082,-85.25056749,0,2.214555535,199.4167619,3G,0,0,0
Ashok Rajpath,25.50359606,85.13640233,-88.97485989,0,2.174342123,192.5158464,LTE,-87.78547406,-95.04359224,-89.31412435
Bailey Road,25.68655514,85.2404568,-89.12173563,0,1.668933055,109.0380524,3G,0,0,0
Gardanibagh,25.76149603,85.15570139,-86.58425368,0,2.099952932,132.5723514,3G,0,0,0
S.K. Puri,25.43866243,85.14919172,-78.68500536,0,1.510076831,166.4661485,3G,0,0,0
Bailey Road,25.65313108,85.17136443,-86.2795527,0,8.025428576,96.72240629,4G,-84.81360384,-91.72981272,-87.41816338
Kidwaipuri,25.7604402,85.10247475,-97.27591254,0,10.35652735,36.80239467,5G,-102.1505323,-105.8201386,-100.0331754
Boring Canal Road,25.52837736,85.08368486,-84.43511291,0,2.78459677,164.9995847,LTE,-79.61238645,-91.36775075,-85.97959012
Kankarbagh,25.57785609,85.08884478,-82.07518266,0,8.962645791,78.32045105,4G,-86.98630528,-88.52257282,-80.39737076
Rajendra Nagar,25.6280312,85.1304785,-88.38378671,0,5.048507251,66.23838207,4G,-88.2381767,-94.11474185,-91.14712607
Fraser Road,25.61007816,84.99783165,-83.951384,0,2.358458586,121.8942755,3G,0,0,0
Anisabad,25.66001182,85.15378159,-89.98687525,0,4.407638961,85.88954829,4G,-93.09905132,-96.24926784,-88.8289113
Gandhi Maidan,25.72412908,85.22097724,-82.50073741,0,2.530260592,175.2438083,3G,0,0,0
Patliputra Colony,25.56979806,85.31340738,-91.26466706,0,1.557204179,195.4000778,LTE,-90.1808566,-98.68833497,-90.83032265
Fraser Road,25.51925239,85.05238536,-84.92089752,0,2.114406778,160.0105584,3G,0,0,0
Gandhi Maidan,25.59362295,85.21284482,-86.14832592,0,1.411889379,140.3830942,LTE,-88.88412496,-93.36558662,-86.3816465
Exhibition Road,25.43894605,85.07732773,-91.02159556,0,3.938190346,64.25785713,4G,-92.02730145,-96.61692174,-88.77076144
Anisabad,25.51025507,85.19179168,-92.14103259,0,1.831784534,130.4851925,LTE,-88.82672962,-100.0509654,-93.48613501
Exhibition Road,25.72926628,85.21382848,-91.50812333,0,9.73699002,61.15039882,4G,-86.66281776,-101.1633193,-90.41195636
Pataliputra,25.60015431,85.22553701,-95.27102736,0,28.66011175,33.3258812,5G,-93.22135023,-100.8274514,-93.65480836
Gardanibagh,25.68981076,85.24814412,-96.08481292,0,71.74391568,49.42054193,5G,-96.94355334,-103.5632617,-94.70504157
Anandpuri,25.63338986,84.99746658,-86.13806103,0,1.742613145,152.8996485,3G,0,0,0
Anandpuri,25.47867521,85.01477318,-88.57445932,0,5.167669357,90.97963556,4G,-93.35718,-97.53082442,-90.84710574
Kumhrar,25.54459984,85.28634643,-80.49454015,0,1.516847583,191.1246107,3G,0,0,0
Kumhrar,25.55565308,84.98890821,-86.19086398,0,5.80123124,78.81670911,4G,-84.40643308,-92.77016703,-83.32538557
Gandhi Maidan,25.47394899,85.19380893,-82.69188359,0,2.500555425,156.0778991,3G,0,0,0
Boring Road,25.71117157,85.01188006,-83.23950534,0,1.221237934,171.4750529,3G,0,0,0
Kumhrar,25.50228825,85.05662075,-89.29671564,0,64.32635951,20.19954981,5G,-90.65821972,-94.94154681,-91.06032413
Bailey Road,25.54992939,84.96564284,-88.22135349,0,2.096532335,119.2343326,3G,0,0,0
Rajendra Nagar,25.49891009,85.04398876,-80.94094294,0,1.541259447,106.2430207,3G,0,0,0
Ashok Rajpath,25.50959285,85.15498122,-92.80676976,0,2.004841023,171.8808473,LTE,-97.37434854,-100.5125226,-95.44671207
Kumhrar,25.66595573,85.19481829,-94.04939783,0,1.437704689,179.6371009,LTE,-90.73712433,-99.38610351,-95.1776549
Fraser Road,25.5985874,85.04667953,-88.14261797,0,2.283511465,150.6001121,LTE,-92.34695448,-96.06338599,-89.5976809
Rajendra Nagar,25.50867171,85.10905721,-83.49314017,0,18.32664961,33.85601236,5G,-87.80191512,-89.44837647,-82.06967701
S.K. Puri,25.64773752,85.20800737,-96.63965749,0,58.97798057,19.74291898,5G,-94.5861417,-102.4985794,-94.72094262
Kankarbagh,25.52011221,85.07172937,-94.31994544,0,2.649888167,140.7709562,LTE,-96.40543684,-103.4999604,-95.24410323
Exhibition Road,25.55072595,85.1540159,-85.79316754,0,1.158070075,159.4137936,LTE,-87.42590299,-93.26393461,-85.21687017
Bailey Road,25.5917701,85.03705181,-86.83418337,0,1.490281236,197.3439195,LTE,-82.19273204,-93.45154456,-89.21398252
Fraser Road,25.47488982,85.0661047,-90.48547863,0,1.892711141,137.1459636,LTE,-88.85146714,-100.0055693,-89.04005479
Bankipore,25.53735327,85.17140219,-84.36535497,0,1.284770679,161.6245424,LTE,-84.5266974,-89.48276652,-83.12008411
Patliputra Colony,25.55309224,85.01778698,-83.67656858,0,3.255573855,79.25572345,4G,-88.31896505,-92.67838923,-82.49207356
Kumhrar,25.50200501,85.02785118,-82.08465598,0,1.833392052,115.9479426,3G,0,0,0
Bailey Road,25.69123845,85.06340102,-87.20337092,0,2.003142411,124.4057283,3G,0,0,0
Anandpuri,25.6463751,85.18512061,-83.7125779,0,2.732782974,161.8542792,LTE,-86.06262458,-91.07335263,-86.65299275
Anandpuri,25.70176109,85.07689002,-90.08140427,0,2.13329429,158.3783399,LTE,-94.81545233,-97.89203467,-92.27182731
Boring Road,25.457679,85.084362,-94.27726417,0,1.021917664,122.8528042,LTE,-89.44019675,-103.0272372,-94.11206787
Anisabad,25.4307316,85.20952267,-89.83797629,0,75.57226187,28.26170609,5G,-93.8537125,-95.63835565,-87.3880968
Gandhi Maidan,25.70700745,85.17736504,-87.33637921,0,2.434477027,116.6263748,LTE,-92.03848195,-94.64432133,-87.74256811
Kumhrar,25.59143133,85.23478003,-93.62096748,0,1.062658097,157.8406796,LTE,-89.31807829,-99.89986956,-96.23214259
Bankipore,25.60099454,85.28220635,-83.68350765,0,8.751455198,78.4595477,4G,-83.82115609,-93.68272883,-86.11974066
Anisabad,25.52049716,85.07060079,-91.06616545,0,4.694174374,52.27682124,4G,-88.7650972,-97.12524399,-91.8120185
Gardanibagh,25.46877877,85.02819463,-86.22227288,0,1.439413374,102.0976179,3G,0,0,0
Phulwari Sharif,25.68799436,85.16116284,-86.63606376,0,1.830679999,147.5573693,3G,0,0,0
Patliputra Colony,25.53277338,85.24800569,-86.6944562,0,5.993927819,63.78976685,4G,-85.92254882,-94.0797481,-84.96911513
Bankipore,25.59465702,85.28550403,-91.04357502,0,88.80774115,29.96166212,5G,-92.2449516,-96.78842662,-89.24321829
Anandpuri,25.5940225,85.27308459,-86.88887571,0,2.838193261,146.8426909,LTE,-86.6896753,-95.57395997,-85.23654969
Bankipore,25.46452615,85.09148347,-88.31943284,0,2.570439101,170.7545576,3G,0,0,0
Anisabad,25.52199323,85.08498375,-87.78464728,0,1.116801358,177.7901542,LTE,-88.93929958,-93.11198102,-89.4129379
Phulwari Sharif,25.5500713,85.28820871,-87.81001583,0,2.76924656,187.6106254,3G,0,0,0
Boring Road,25.70348898,85.10663644,-88.76597976,0,8.433881651,84.66576374,4G,-92.26171352,-93.9322521,-86.01456671
Ashok Rajpath,25.5717218,84.98792388,-93.38595165,0,9.693025929,82.39396884,4G,-97.26120256,-102.2017212,-96.34226659
Kidwaipuri,25.75890745,85.10950182,-94.40221263,0,1.979939368,127.0748521,LTE,-89.41640833,-100.9299134,-95.20847661
Kumhrar,25.58226674,85.13146094,-94.3009599,0,18.63182878,18.25344963,5G,-93.60655193,-100.4723786,-95.83168223
Phulwari Sharif,25.76177552,85.12193349,-96.65225258,0,23.92440851,25.89237067,5G,-95.4976629,-102.8506635,-95.38188978
Boring Road,25.4772296,85.03746687,-90.80105488,0,21.90456866,27.71948788,5G,-89.05827295,-100.1688022,-89.68716526
Anandpuri,25.48651319,85.22957763,-97.47896129,0,33.8874074,25.99320972,5G,-96.74851632,-106.4984821,-96.65483633
Exhibition Road,25.5175887,84.99762545,-91.07580708,0,60.48295965,46.57986403,5G,-91.89831809,-97.23732977,-89.76433407
Ashok Rajpath,25.67330833,85.24950699,-98.52820246,0,55.41842035,35.78589841,5G,-98.97058711,-105.1820933,-100.9698632
Exhibition Road,25.74303789,85.10885549,-100.1043476,0,21.08388704,42.55825558,5G,-97.91035062,-105.4769402,-99.75933865
Kidwaipuri,25.51134986,85.05755242,-95.07167415,0,73.4414304,14.66139751,5G,-97.88260735,-100.6582239,-97.11970354
Kankarbagh,25.62111172,85.00268794,-85.91076159,0,2.759242385,166.5061811,3G,0,0,0
Boring Canal Road,25.66713654,85.17508278,-87.4842715,0,64.07469449,49.14092587,5G,-86.66834632,-93.18691842,-84.89694424
Gardanibagh,25.52548448,85.16731711,-102.0044887,0,76.18835114,48.30401963,5G,-97.23509564,-111.5854017,-102.0557506
Phulwari Sharif,25.7171756,85.15226808,-83.62804358,0,21.59830359,27.16246319,5G,-79.57644042,-90.04572183,-86.54218832
Ashok Rajpath,25.55480737,85.13398595,-80.22603098,0,2.894057318,158.0167376,3G,0,0,0
Rajendra Nagar,25.50747996,85.26145467,-87.15792312,0,7.001132927,50.24737726,4G,-84.74401613,-92.26867166,-86.44689649
Danapur,25.53887334,85.2532434,-100.5590165,0,66.46399339,24.30226663,5G,-96.4535447,-107.4942868,-97.80107724
Anisabad,25.52486875,85.21029523,-86.50174064,0,6.586537895,95.83703874,4G,-84.19127562,-93.08731171,-86.75213378
Gandhi Maidan,25.72245505,85.2130983,-95.64622162,0,8.370125461,99.73172878,4G,-95.85538868,-100.7558888,-93.57196305
Kankarbagh,25.4488813,85.21146942,-81.54269562,0,1.390505092,180.0635291,3G,0,0,0
S.K. Puri,25.46153641,85.13814925,-86.07748335,0,1.005810056,171.5964946,LTE,-82.18597321,-94.42394564,-84.29080458
Patliputra Colony,25.59839269,84.98308723,-86.11840306,0,1.669901204,106.5826158,3G,0,0,0
Bailey Road,25.62832191,85.02067374,-89.92143239,0,8.486943778,96.25200469,4G,-90.86001063,-98.00208724,-88.04513027
Exhibition Road,25.55350459,85.30883115,-88.08064918,0,6.533864622,69.20395456,4G,-92.23639292,-93.82836329,-90.57223776
Boring Canal Road,25.54233192,85.16833358,-86.65181876,0,2.191863682,189.4095716,3G,0,0,0
Fraser Road,25.58520257,85.04985796,-93.7274475,0,2.838682972,157.2198168,LTE,-90.44687512,-103.1242273,-92.82220913
Gardanibagh,25.73183763,85.18272017,-85.2481241,0,1.13950268,182.862558,3G,0,0,0
Pataliputra,25.67844996,85.02319757,-92.72740208,0,3.028680605,91.52505463,4G,-94.45839914,-100.2929303,-95.21747972
Gandhi Maidan,25.72253498,85.21542843,-97.89911157,0,2.560949265,106.1626969,LTE,-99.99823996,-103.3689978,-99.13172587
Gandhi Maidan,25.68406117,85.13657955,-82.96398109,0,3.602782401,54.81453799,4G,-80.08609082,-89.65073086,-81.48500836
Rajendra Nagar,25.76909517,85.13955778,-98.76682717,0,50.71987372,17.5243205,5G,-100.9282943,-104.8021689,-96.9140199
Bailey Road,25.66552966,85.14215159,-83.75184581,0,2.93076971,143.1159282,3G,0,0,0
Patliputra Colony,25.6341657,85.12781947,-92.87185252,0,2.890998687,184.3357667,LTE,-89.65698301,-101.2246366,-90.3303076
Bankipore,25.58444868,85.22049878,-93.30705168,0,5.774672616,53.66759871,4G,-93.46697547,-100.3716449,-93.81917913
Kankarbagh,25.71753722,85.11035583,-87.16562281,0,2.716728386,101.9460973,3G,0,0,0
Anandpuri,25.60260893,85.1757662,-89.21848813,0,2.287251078,189.0701852,3G,0,0,0
Fraser Road,25.68012197,85.27222412,-85.82756204,0,5.902490693,58.29313254,4G,-83.9711964,-94.13259478,-84.46695508
Phulwari Sharif,25.7068199,85.22176459,-86.87534639,0,9.956314423,91.30709578,4G,-88.26431272,-93.00726034,-86.58873785
S.K. Puri,25.68388632,85.27561591,-88.929774,0,56.29570116,34.03621606,5G,-93.74383522,-97.20850569,-90.12549843
Gandhi Maidan,25.56483065,85.12127908,-87.21951518,0,2.965801511,133.7924681,LTE,-83.52889757,-96.15474901,-84.41116686
Gardanibagh,25.57253067,85.16050383,-102.1700042,0,73.81653145,45.44466711,5G,-104.922011,-109.1401008,-99.45409048
Phulwari Sharif,25.58212413,85.22694961,-86.67436202,0,9.323840099,84.24144634,4G,-88.34069937,-92.9139742,-88.3357668
Gardanibagh,25.54958853,84.96724853,-90.90295707,0,8.806436487,90.41386304,4G,-93.27396444,-97.56709997,-93.19861919
Phulwari Sharif,25.48982933,85.09290245,-87.09260368,0,1.824145908,150.6811127,LTE,-87.69516786,-96.09811823,-86.67988491
Bankipore,25.75496722,85.05966703,-99.34169633,0,2.08952334,173.6257208,LTE,-98.99882228,-105.7785242,-102.3312942
Fraser Road,25.54601498,85.103986,-83.07274684,0,2.878812176,170.9352843,3G,0,0,0
Rajendra Nagar,25.6101813,85.04557581,-86.56661873,0,6.866527128,82.4474764,4G,-84.09774638,-92.40910089,-88.47748577
Danapur,25.52320499,85.28814846,-86.81541797,0,2.909681237,131.8229363,LTE,-90.40608412,-91.84684049,-87.74995005
Danapur,25.71395529,85.09765141,-90.89631685,0,8.03911972,52.14508059,4G,-92.79067256,-98.08823664,-90.29453967
S.K. Puri,25.5270399,85.01855204,-89.05844045,0,7.613060726,77.31706135,4G,-88.74170922,-94.62425748,-89.70437418
